HGNC symbol,Gene stable ID
TMEM150A,ENSG00000168890
RBM8A,ENSG00000265241
POP4,ENSG00000105171
,ENSG00000308545
,ENSG00000271945
,ENSG00000308571
,ENSG00000302927
,ENSG00000302932
,ENSG00000308591
,ENSG00000224330
,ENSG00000260658
,ENSG00000225457
,ENSG00000289630
,ENSG00000287031
,ENSG00000308634
,ENSG00000308651
,ENSG00000204876
,ENSG00000305019
CAPZA1,ENSG00000116489
,ENSG00000287963
,ENSG00000308663
,ENSG00000308669
,ENSG00000260597
,ENSG00000308671
,ENSG00000290712
,ENSG00000302933
,ENSG00000308696
PTMS,ENSG00000159335
,ENSG00000290589
,ENSG00000290084
,ENSG00000305059
,ENSG00000302949
,ENSG00000223838
,ENSG00000305113
,ENSG00000302951
INTS2,ENSG00000108506
LINC01938,ENSG00000254066
,ENSG00000302956
,ENSG00000302959
,ENSG00000287294
TSHZ3,ENSG00000121297
USP39,ENSG00000168883
,ENSG00000260479
,ENSG00000302975
,ENSG00000302994
,ENSG00000302998
,ENSG00000249959
LINC01611,ENSG00000231776
TARBP2,ENSG00000139546
MRPL53P1,ENSG00000235299
,ENSG00000278875
CRNDE,ENSG00000245694
RNU7-70P,ENSG00000252750
,ENSG00000267580
,ENSG00000267727
,ENSG00000308757
NAT10,ENSG00000135372
FFAR3,ENSG00000185897
,ENSG00000308815
,ENSG00000305166
RHOC,ENSG00000155366
SEMA6A-AS1,ENSG00000248445
,ENSG00000308826
,ENSG00000308845
,ENSG00000308846
GPR42,ENSG00000126251
,ENSG00000303007
,ENSG00000232080
EGFR-AS1,ENSG00000224057
EEF1A1P7,ENSG00000268222
,ENSG00000308859
,ENSG00000283479
,ENSG00000308870
RN7SL491P,ENSG00000264400
,ENSG00000224374
FFAR2,ENSG00000126262
,ENSG00000308903
LINC02227,ENSG00000276778
,ENSG00000303025
ARHGEF35-AS1,ENSG00000244198
ZNF850,ENSG00000267041
,ENSG00000232234
,ENSG00000267260
,ENSG00000253673
ZNF790-AS1,ENSG00000267254
,ENSG00000254135
SMAD5-AS1,ENSG00000164621
,ENSG00000180458
,ENSG00000254350
LGALS16,ENSG00000249861
,ENSG00000283286
,ENSG00000226025
,ENSG00000303029
,ENSG00000269124
,ENSG00000303034
,ENSG00000204850
,ENSG00000253792
MED13,ENSG00000108510
,ENSG00000267815
,ENSG00000305258
,ENSG00000303042
,ENSG00000268854
TRPC7-AS1,ENSG00000248211
,ENSG00000303044
,ENSG00000268739
MIR8074,ENSG00000278617
VSIG10L-AS1,ENSG00000267905
,ENSG00000305267
,ENSG00000303083
,ENSG00000305270
,ENSG00000267984
,ENSG00000305324
SIGLEC10-AS2,ENSG00000254760
SIGLEC10-AS1,ENSG00000255441
CDYL-AS1,ENSG00000236336
,ENSG00000305331
,ENSG00000303124
PRPF31-AS1,ENSG00000237017
EPB41L4A-AS1,ENSG00000224032
LINC02569,ENSG00000235781
,ENSG00000227407
,ENSG00000303172
LILRB1-AS1,ENSG00000224730
,ENSG00000287731
,ENSG00000267224
,ENSG00000303181
ZFP28,ENSG00000196867
,ENSG00000303204
LINC02880,ENSG00000175967
,ENSG00000305364
,ENSG00000303255
AFF4-DT,ENSG00000272023
,ENSG00000305378
,ENSG00000305397
,ENSG00000305424
,ENSG00000303259
,ENSG00000303275
,ENSG00000285726
,ENSG00000248943
,ENSG00000286887
,ENSG00000305473
,ENSG00000303293
,ENSG00000279133
RN7SL800P,ENSG00000242398
,ENSG00000290601
,ENSG00000285879
,ENSG00000200842
,ENSG00000305502
,ENSG00000303309
,ENSG00000207123
,ENSG00000287744
POLRMTP1,ENSG00000266066
,ENSG00000305507
,ENSG00000303318
MAP2K6,ENSG00000108984
,ENSG00000305510
ZNF470,ENSG00000197016
PDK4-AS1,ENSG00000231170
NQO2-AS1,ENSG00000224846
GDNF-AS1,ENSG00000248587
C2orf68,ENSG00000168887
,ENSG00000303323
,ENSG00000303332
,ENSG00000271810
,ENSG00000303344
,ENSG00000303351
SIGLEC31P,ENSG00000268847
,ENSG00000303354
,ENSG00000303358
ZNF71,ENSG00000197951
,ENSG00000232031
GNLY,ENSG00000115523
,ENSG00000234352
,ENSG00000286339
,ENSG00000201867
OR8G2P,ENSG00000181214
TAFA3,ENSG00000184599
,ENSG00000293626
RNU6-256P,ENSG00000252556
,ENSG00000286497
ZIM2-AS1,ENSG00000269793
,ENSG00000303372
MIR125B1,ENSG00000207971
BLID,ENSG00000259571
,ENSG00000303414
SMIM17,ENSG00000268182
,ENSG00000303420
,ENSG00000293224
MIRLET7A2,ENSG00000198975
MIR100,ENSG00000207994
RNU4ATAC10P,ENSG00000252776
RNU4ATAC5P,ENSG00000253035
ZNF384,ENSG00000126746
ZNF835,ENSG00000127903
NRXN2,ENSG00000110076
SEMA6A-AS2,ENSG00000249167
,ENSG00000303443
NUTF2P4,ENSG00000234790
,ENSG00000286125
MOV10,ENSG00000155363
AFDN-DT,ENSG00000198221
,ENSG00000250032
,ENSG00000305549
,ENSG00000305555
,ENSG00000308956
,ENSG00000305556
,ENSG00000267184
,ENSG00000308963
,ENSG00000249738
,ENSG00000308970
CYTH1,ENSG00000108669
,ENSG00000308979
LINC02177,ENSG00000261617
GPR160P1,ENSG00000203363
SLC38A11,ENSG00000169507
,ENSG00000308984
SDK1-AS1,ENSG00000236708
,ENSG00000308992
GLCCI1-DT,ENSG00000233108
A1BG-AS1,ENSG00000268895
,ENSG00000293038
,ENSG00000225209
,ENSG00000268049
ZNF497-AS1,ENSG00000269054
,ENSG00000269106
,ENSG00000273901
,ENSG00000269349
,ENSG00000268886
,ENSG00000269825
,ENSG00000309036
DPY19L2P2,ENSG00000291139
LINC02117,ENSG00000248539
SH2D6,ENSG00000152292
,ENSG00000305591
,ENSG00000250258
,ENSG00000305594
,ENSG00000305607
LINC01202,ENSG00000280776
RGMB-AS1,ENSG00000246763
ZNF83,ENSG00000167766
,ENSG00000286841
CACNA1C,ENSG00000151067
PRKAR1A,ENSG00000108946
,ENSG00000259846
,ENSG00000289748
,ENSG00000268108
,ENSG00000305691
SIGLEC24P,ENSG00000269021
,ENSG00000305702
,ENSG00000293015
RN7SL359P,ENSG00000244384
DNAJB1,ENSG00000132002
EIF4E2,ENSG00000135930
,ENSG00000303446
,ENSG00000303475
,ENSG00000250685
,ENSG00000305704
,ENSG00000286084
,ENSG00000305706
,ENSG00000305707
SCAMP1-AS1,ENSG00000245556
,ENSG00000260858
RNA5SP433,ENSG00000201361
,ENSG00000287367
,ENSG00000306763
,ENSG00000231811
WFDC1,ENSG00000103175
,ENSG00000303494
,ENSG00000286749
,ENSG00000286533
,ENSG00000303503
TARID,ENSG00000227954
LINC01470,ENSG00000249484
,ENSG00000291149
,ENSG00000260530
,ENSG00000249865
,ENSG00000260504
ATP2C2,ENSG00000064270
CERS4,ENSG00000090661
,ENSG00000305812
,ENSG00000289458
KCNIP1-OT1,ENSG00000253647
LINC01339,ENSG00000248555
,ENSG00000284969
GRM5P1,ENSG00000205035
,ENSG00000289956
NOX4P1,ENSG00000255532
,ENSG00000275933
RNVU1-19,ENSG00000275538
OR4C1P,ENSG00000254576
TAF12,ENSG00000120656
,ENSG00000290405
,ENSG00000303554
OR9M1P,ENSG00000186124
RNU6-997P,ENSG00000207456
,ENSG00000286540
,ENSG00000290411
CHAC2,ENSG00000143942
,ENSG00000254840
TRIM51HP,ENSG00000166007
LINC01312,ENSG00000223586
,ENSG00000290417
TRIM64DP,ENSG00000254751
,ENSG00000309095
MIR3682,ENSG00000265452
GPR75,ENSG00000119737
,ENSG00000305865
,ENSG00000254811
SRSF2,ENSG00000161547
,ENSG00000305885
,ENSG00000237773
,ENSG00000286204
FOLH1B,ENSG00000134612
PART1,ENSG00000152931
PSME4,ENSG00000068878
,ENSG00000237716
,ENSG00000301479
,ENSG00000305404
ATP2C2-AS1,ENSG00000261286
MEAK7,ENSG00000140950
,ENSG00000303572
OR51F5P,ENSG00000272634
OR51A8P,ENSG00000197984
OR51H2P,ENSG00000198217
OR52A4P,ENSG00000205494
,ENSG00000290651
LINC02901,ENSG00000203711
ARHGEF26-AS1,ENSG00000243069
HBBP1,ENSG00000229988
OR52B5P,ENSG00000231049
,ENSG00000290653
,ENSG00000250978
OR10N1P,ENSG00000213181
ADGRE3,ENSG00000131355
,ENSG00000290668
OR8B1P,ENSG00000227737
,ENSG00000290694
OR8B9P,ENSG00000229386
,ENSG00000290695
DEFB130C,ENSG00000255157
VAMP2,ENSG00000220205
RPL36AP9,ENSG00000213987
SAA3P,ENSG00000166787
TAF13,ENSG00000197780
,ENSG00000305970
,ENSG00000290741
SLC25A51P4,ENSG00000189332
OR5AQ1P,ENSG00000184741
,ENSG00000290744
,ENSG00000289558
OR5BE1P,ENSG00000225538
,ENSG00000290077
,ENSG00000290745
NDUFS6P1,ENSG00000241905
,ENSG00000261243
OR5G5P,ENSG00000205025
,ENSG00000305990
,ENSG00000294155
PPP2R3A,ENSG00000073711
OR2AH1P,ENSG00000232511
,ENSG00000221673
TH2LCRR,ENSG00000223442
COTL1,ENSG00000103187
,ENSG00000290752
EPRS1,ENSG00000136628
OR5M2P,ENSG00000254752
,ENSG00000290753
,ENSG00000289984
,ENSG00000225678
BLTP2,ENSG00000007202
,ENSG00000290773
EEF1A1P49,ENSG00000255127
,ENSG00000261471
CDIP1,ENSG00000089486
ENPP7P8,ENSG00000255319
OR6M2P,ENSG00000254613
LINC01385,ENSG00000251604
,ENSG00000290781
GUCY2EP,ENSG00000204529
LINC02147,ENSG00000249797
CARD17P,ENSG00000255221
OR10AB1P,ENSG00000176716
,ENSG00000290809
OR5BA1P,ENSG00000255303
,ENSG00000286454
GLYATL1P2,ENSG00000254717
ALKBH5,ENSG00000091542
OR7E14P,ENSG00000184669
TSSC2,ENSG00000223756
BTF3-DT,ENSG00000272525
,ENSG00000306054
FAM86C2P,ENSG00000160172
FLII,ENSG00000177731
LMNB1-DT,ENSG00000251072
KRAS,ENSG00000133703
,ENSG00000303580
ITGB1P1,ENSG00000269378
,ENSG00000306069
YPEL5P4,ENSG00000275432
,ENSG00000303608
,ENSG00000284839
,ENSG00000306071
,ENSG00000303704
,ENSG00000290786
,ENSG00000306074
ZNF333,ENSG00000160961
,ENSG00000254610
,ENSG00000306075
SEPTIN7P11,ENSG00000255042
,ENSG00000306076
,ENSG00000303731
,ENSG00000303736
CDH18-AS1,ENSG00000249854
GVINP1,ENSG00000254838
CASP4LP,ENSG00000235505
,ENSG00000309129
AIRN,ENSG00000268257
BASP1-AS1,ENSG00000215196
FAUP4,ENSG00000173727
,ENSG00000303784
FAM86C1P,ENSG00000158483
,ENSG00000303805
,ENSG00000233358
OR52B1P,ENSG00000180909
OR52B2,ENSG00000255307
OR52W1,ENSG00000175485
,ENSG00000267940
,ENSG00000309151
C11orf42,ENSG00000180878
,ENSG00000309154
FHIP1B,ENSG00000051009
,ENSG00000303833
DONSONP1,ENSG00000227267
,ENSG00000303838
,ENSG00000273455
,ENSG00000303849
CRIPTOP6,ENSG00000241438
,ENSG00000306091
RPL31P23,ENSG00000244740
CD109-AS1,ENSG00000231652
,ENSG00000254293
PCCB,ENSG00000114054
,ENSG00000309162
,ENSG00000287862
,ENSG00000303866
,ENSG00000290602
,ENSG00000303868
SLC15A4,ENSG00000139370
,ENSG00000230746
,ENSG00000309263
SNHG18,ENSG00000250786
UBN1,ENSG00000118900
,ENSG00000309265
PTPRN2-AS1,ENSG00000233038
,ENSG00000303884
,ENSG00000303904
,ENSG00000309277
,ENSG00000287359
ERLEC1,ENSG00000068912
ADGRE2,ENSG00000127507
,ENSG00000289588
CNGA4,ENSG00000132259
,ENSG00000228679
,ENSG00000309289
,ENSG00000286631
,ENSG00000223665
,ENSG00000279500
,ENSG00000274695
GLT1D1,ENSG00000151948
,ENSG00000303958
LINC02488,ENSG00000249362
,ENSG00000303966
,ENSG00000303973
CCKBR,ENSG00000110148
,ENSG00000309308
,ENSG00000303988
,ENSG00000309316
,ENSG00000304003
,ENSG00000289418
,ENSG00000304017
LINC02932,ENSG00000243144
BPNT1,ENSG00000162813
,ENSG00000304029
,ENSG00000304042
,ENSG00000287616
,ENSG00000253447
,ENSG00000306131
,ENSG00000309330
LINC02144,ENSG00000248708
,ENSG00000309340
,ENSG00000289403
,ENSG00000309358
,ENSG00000288737
,ENSG00000309360
,ENSG00000309361
,ENSG00000248884
,ENSG00000309376
,ENSG00000310231
,ENSG00000309378
APBB1,ENSG00000166313
,ENSG00000309415
,ENSG00000288983
,ENSG00000306477
EPHA1-AS1,ENSG00000229153
,ENSG00000261840
LINC01016,ENSG00000249346
,ENSG00000280211
,ENSG00000310564
DYNLRB2,ENSG00000168589
AK3P6,ENSG00000255838
NLRP9P1,ENSG00000256581
,ENSG00000277217
TMEM132D-AS2,ENSG00000256699
NOP2,ENSG00000111641
,ENSG00000306149
,ENSG00000248145
,ENSG00000233183
LINC01227,ENSG00000260737
,ENSG00000306170
,ENSG00000249588
,ENSG00000287783
HTR5A-AS1,ENSG00000220575
,ENSG00000306192
,ENSG00000309456
IARS2,ENSG00000067704
,ENSG00000260064
,ENSG00000277504
HNRNPA1P61,ENSG00000187999
,ENSG00000306210
,ENSG00000226180
,ENSG00000202382
RN7SL113P,ENSG00000278590
FAM131B-AS2,ENSG00000232533
,ENSG00000306227
,ENSG00000304142
KLHDC4,ENSG00000104731
GGCX,ENSG00000115486
,ENSG00000306230
,ENSG00000304146
,ENSG00000309493
,ENSG00000306236
,ENSG00000304161
,ENSG00000306255
,ENSG00000304165
SLC26A5-AS1,ENSG00000234715
,ENSG00000306263
,ENSG00000304170
,ENSG00000306270
,ENSG00000282408
,ENSG00000304177
,ENSG00000232633
DLX6-AS1,ENSG00000231764
,ENSG00000304202
LINC01847,ENSG00000253311
,ENSG00000304205
,ENSG00000304206
,ENSG00000286680
TOP3A,ENSG00000177302
,ENSG00000306315
,ENSG00000306321
,ENSG00000306333
,ENSG00000306363
LINC02217,ENSG00000248455
MIR215,ENSG00000207590
MIR194-1,ENSG00000207624
RPS15AP12,ENSG00000232134
RAB3GAP2,ENSG00000118873
FAM131B-AS1,ENSG00000272619
LINC03000,ENSG00000241956
,ENSG00000304230
,ENSG00000309517
,ENSG00000287407
,ENSG00000309522
,ENSG00000309527
,ENSG00000309538
,ENSG00000309549
PSMG3-AS1,ENSG00000230487
,ENSG00000304241
,ENSG00000225148
,ENSG00000269604
,ENSG00000290068
,ENSG00000267484
,ENSG00000227706
ARRDC5,ENSG00000205784
,ENSG00000293698
RPS29P26,ENSG00000239320
CASTOR3P,ENSG00000291122
LGALS13,ENSG00000105198
,ENSG00000289623
,ENSG00000288827
,ENSG00000306371
,ENSG00000285549
MEIS3,ENSG00000105419
RETREG1-AS1,ENSG00000246214
,ENSG00000304257
,ENSG00000304264
SHMT1,ENSG00000176974
CMAHP,ENSG00000293489
,ENSG00000248600
,ENSG00000260671
,ENSG00000260498
,ENSG00000306518
,ENSG00000306585
,ENSG00000306603
FCHO2-DT,ENSG00000272081
,ENSG00000306643
,ENSG00000306695
LINC02116,ENSG00000250417
RANP3,ENSG00000254500
,ENSG00000260177
ISL1-DT,ENSG00000259663
RN7SKP297,ENSG00000223202
CHRDL2,ENSG00000054938
,ENSG00000260466
SLC7A5,ENSG00000103257
,ENSG00000249966
DUX4,ENSG00000260596
MSL2,ENSG00000174579
KLHL29,ENSG00000119771
,ENSG00000306745
,ENSG00000306761
,ENSG00000302529
,ENSG00000302541
LINC02057,ENSG00000249279
RPS27P11,ENSG00000223968
RPL23AP84,ENSG00000261914
KIAA1143P2,ENSG00000232766
,ENSG00000282994
ERC2,ENSG00000187672
FRG1,ENSG00000109536
MIR6775,ENSG00000278598
MSRB1,ENSG00000198736
,ENSG00000309622
,ENSG00000309626
,ENSG00000309641
,ENSG00000309655
,ENSG00000306769
,ENSG00000306776
,ENSG00000309656
DHRS9,ENSG00000073737
,ENSG00000295233
,ENSG00000309657
SNHG9,ENSG00000255198
LINC02902,ENSG00000221845
CCNYL1B,ENSG00000284209
,ENSG00000306781
,ENSG00000304271
,ENSG00000288162
,ENSG00000309687
,ENSG00000309498
SMIM15-AS1,ENSG00000251279
,ENSG00000226965
,ENSG00000304276
,ENSG00000304281
,ENSG00000288300
,ENSG00000310002
,ENSG00000232197
MLLT10P2,ENSG00000249462
ZNF263,ENSG00000006194
,ENSG00000271307
TUBB7P,ENSG00000251297
RNA5SP174,ENSG00000199572
RNA5SP175,ENSG00000201145
,ENSG00000297175
,ENSG00000309703
CCL5,ENSG00000271503
,ENSG00000306792
,ENSG00000306797
LINC03060,ENSG00000273297
,ENSG00000249478
,ENSG00000306808
,ENSG00000304300
DUX4L9,ENSG00000224807
UST-AS1,ENSG00000227660
FRG2,ENSG00000205097
,ENSG00000262899
,ENSG00000304323
,ENSG00000303291
,ENSG00000287260
,ENSG00000294426
,ENSG00000226409
WEE1P2,ENSG00000264970
RPL23AP87,ENSG00000232938
KRT16P4,ENSG00000229526
,ENSG00000279353
RPL29P2,ENSG00000240480
RARRES2P4,ENSG00000250053
,ENSG00000288936
MIR4696,ENSG00000265902
RPL36AP38,ENSG00000241097
,ENSG00000297630
,ENSG00000296504
,ENSG00000227615
MAGOH2P,ENSG00000264176
RPL21P122,ENSG00000241185
SLC8A2,ENSG00000118160
,ENSG00000291264
XRRA1,ENSG00000166435
INPP4B,ENSG00000109452
,ENSG00000293152
EOMES,ENSG00000163508
RNF126P1,ENSG00000261192
,ENSG00000293179
RDM1P5,ENSG00000263818
,ENSG00000306847
UPF3AP2,ENSG00000214832
HMGB1P24,ENSG00000275029
,ENSG00000304346
,ENSG00000270977
,ENSG00000226089
RPL12P38,ENSG00000213228
LSM6P2,ENSG00000257730
SLC6A20,ENSG00000163817
COBLL1,ENSG00000082438
NCKAP5L,ENSG00000167566
,ENSG00000264300
,ENSG00000306849
,ENSG00000304369
SH3GL1P1,ENSG00000266777
,ENSG00000264164
,ENSG00000266885
,ENSG00000293297
KRT18P55,ENSG00000265480
,ENSG00000263946
,ENSG00000306853
,ENSG00000236319
,ENSG00000306869
,ENSG00000280852
,ENSG00000306872
,ENSG00000293358
DBIL5P,ENSG00000231784
LINC02104,ENSG00000271334
LINC02210,ENSG00000204650
,ENSG00000304389
KPTN,ENSG00000118162
,ENSG00000285564
TCAM1P,ENSG00000240280
,ENSG00000306893
H1-9P,ENSG00000188662
EFCAB15P,ENSG00000233483
,ENSG00000306899
,ENSG00000303279
,ENSG00000230631
WFDC21P,ENSG00000261040
,ENSG00000301813
,ENSG00000284526
,ENSG00000304435
,ENSG00000306902
,ENSG00000304459
IGHV3OR16-17,ENSG00000259680
C5orf34-AS1,ENSG00000248554
,ENSG00000309712
BCDIN3D,ENSG00000186666
RNF217-AS1,ENSG00000236548
,ENSG00000263105
KRTAP9-9,ENSG00000198083
,ENSG00000293286
,ENSG00000293287
,ENSG00000298290
,ENSG00000290975
LINC01569,ENSG00000262468
RPL35AP28,ENSG00000242041
,ENSG00000309716
ZNF286B,ENSG00000290687
FAIM2,ENSG00000135472
,ENSG00000309736
FOXO3B,ENSG00000240445
LINC02889,ENSG00000236039
AIPL1,ENSG00000129221
,ENSG00000306969
,ENSG00000307008
,ENSG00000307017
,ENSG00000307023
,ENSG00000307051
,ENSG00000307059
,ENSG00000307063
,ENSG00000289540
,ENSG00000307087
,ENSG00000307089
MIR664A,ENSG00000281696
NAPA,ENSG00000105402
SNORA36B,ENSG00000222370
SNX2P1,ENSG00000270585
,ENSG00000307092
,ENSG00000270708
MORF4L1P1,ENSG00000218283
AURKAP1,ENSG00000213033
,ENSG00000307099
RN7SKP265,ENSG00000252257
XRCC6P3,ENSG00000230318
TFAP4,ENSG00000090447
,ENSG00000240478
RPLP0P5,ENSG00000232883
,ENSG00000307113
,ENSG00000226927
,ENSG00000261051
,ENSG00000307115
,ENSG00000289152
,ENSG00000243415
LINC03008,ENSG00000229196
CDC42BPA,ENSG00000143776
LNCSRLR,ENSG00000240032
,ENSG00000307155
MRPS25,ENSG00000131368
AQP2,ENSG00000167580
,ENSG00000307167
,ENSG00000307172
,ENSG00000307174
,ENSG00000293627
,ENSG00000307196
,ENSG00000304494
,ENSG00000233219
,ENSG00000307211
,ENSG00000307231
,ENSG00000304495
,ENSG00000257378
,ENSG00000304506
,ENSG00000307265
AQP5,ENSG00000161798
,ENSG00000304516
,ENSG00000307284
,ENSG00000309810
HLA-DRB6,ENSG00000290878
MUC12-AS1,ENSG00000227053
,ENSG00000307304
AQP6,ENSG00000086159
,ENSG00000307312
,ENSG00000304542
,ENSG00000236494
,ENSG00000304559
,ENSG00000248752
,ENSG00000304604
CORO7,ENSG00000262246
EPM2A-DT,ENSG00000235652
ELFN1-AS1,ENSG00000236081
,ENSG00000309837
,ENSG00000309840
,ENSG00000309844
,ENSG00000226587
RACGAP1,ENSG00000161800
,ENSG00000286658
,ENSG00000304631
,ENSG00000309876
,ENSG00000279861
,ENSG00000268931
LINC02240,ENSG00000260192
,ENSG00000304634
,ENSG00000268618
C5AR2,ENSG00000134830
,ENSG00000251248
,ENSG00000249806
,ENSG00000304660
LINC-PINT,ENSG00000231721
,ENSG00000304663
,ENSG00000308479
,ENSG00000304688
,ENSG00000234519
AGGF1P1,ENSG00000214273
IL18RAP,ENSG00000115607
DHX34,ENSG00000134815
CLUHP4,ENSG00000249003
,ENSG00000304738
DBET,ENSG00000281591
,ENSG00000304741
,ENSG00000290241
,ENSG00000277162
MPRIPP1,ENSG00000214820
,ENSG00000233656
,ENSG00000250746
ANP32CP,ENSG00000248546
HEG1,ENSG00000173706
,ENSG00000250137
ERVH-1,ENSG00000251292
PPARGC1A,ENSG00000109819
DGAT2,ENSG00000062282
,ENSG00000262818
,ENSG00000304752
PIMREG,ENSG00000129195
,ENSG00000304760
,ENSG00000304785
LINC02064,ENSG00000248391
,ENSG00000304790
,ENSG00000304800
,ENSG00000304803
,ENSG00000304821
RNA5SP137,ENSG00000252642
,ENSG00000304834
GNL3,ENSG00000163938
,ENSG00000304838
,ENSG00000304854
FKBP7,ENSG00000079150
,ENSG00000304863
,ENSG00000289953
MZF1,ENSG00000099326
PITPNM3,ENSG00000091622
,ENSG00000288008
TRIM66,ENSG00000166436
LINC02202,ENSG00000245812
CROCC2,ENSG00000226321
,ENSG00000249261
,ENSG00000304883
,ENSG00000280904
,ENSG00000252787
SNORD19,ENSG00000212493
SNORD19B,ENSG00000238862
,ENSG00000304886
SNORD19C,ENSG00000222345
,ENSG00000304900
SNORD69,ENSG00000212452
GLT8D1,ENSG00000016864
SV2C-AS1,ENSG00000248127
,ENSG00000293686
,ENSG00000269032
CENPBD2P,ENSG00000213753
,ENSG00000289256
PLEKHB2,ENSG00000115762
MYO1F,ENSG00000142347
,ENSG00000288764
CYP2R1,ENSG00000186104
LINC02527,ENSG00000227012
,ENSG00000307478
,ENSG00000307497
,ENSG00000304931
,ENSG00000307515
,ENSG00000304937
,ENSG00000307523
,ENSG00000304953
AHI1-DT,ENSG00000231028
SLC12A2-DT,ENSG00000245937
,ENSG00000249453
BMP3,ENSG00000152785
CALCP,ENSG00000253179
CALCA,ENSG00000110680
PRKG2,ENSG00000138669
,ENSG00000274860
KIAA0753,ENSG00000198920
OR7E41P,ENSG00000250640
EIF4G2,ENSG00000110321
OR2W1-AS1,ENSG00000277661
,ENSG00000305088
PDE7B-AS1,ENSG00000237596
PRKG2-AS1,ENSG00000251059
,ENSG00000303498
ASIC1,ENSG00000110881
RNU5A-2P,ENSG00000207065
,ENSG00000304311
CASP6,ENSG00000138794
,ENSG00000307534
,ENSG00000307542
,ENSG00000307550
,ENSG00000253968
SPCS1,ENSG00000114902
,ENSG00000282936
,ENSG00000305104
RNA5SP435,ENSG00000200914
TXNDC17,ENSG00000129235
,ENSG00000305114
ADAMTS10,ENSG00000142303
,ENSG00000248799
NEK4,ENSG00000114904
CHPF,ENSG00000123989
,ENSG00000290355
,ENSG00000307563
,ENSG00000286313
,ENSG00000236378
,ENSG00000293208
MED31,ENSG00000108590
,ENSG00000309690
,ENSG00000307572
,ENSG00000293961
,ENSG00000307575
,ENSG00000307589
,ENSG00000305139
NEUROG2-AS1,ENSG00000249509
,ENSG00000307591
,ENSG00000305202
,ENSG00000287527
,ENSG00000287678
,ENSG00000286818
LINC01624,ENSG00000227508
,ENSG00000309918
CYS1,ENSG00000205795
,ENSG00000230000
C17orf100,ENSG00000256806
RAD51AP2,ENSG00000214842
,ENSG00000261996
ST6GAL2,ENSG00000144057
MIR4520-1,ENSG00000264468
MIR4520-2,ENSG00000283301
ALOX15P1,ENSG00000274114
,ENSG00000305217
,ENSG00000307668
,ENSG00000271820
,ENSG00000286565
,ENSG00000307672
,ENSG00000293193
,ENSG00000288851
,ENSG00000268181
,ENSG00000305245
SLC13A5,ENSG00000141485
,ENSG00000305252
,ENSG00000307701
ADGB-DT,ENSG00000237468
,ENSG00000307738
,ENSG00000309987
LINC00992,ENSG00000248663
,ENSG00000277675
,ENSG00000232529
,ENSG00000275956
,ENSG00000305262
AK3P7,ENSG00000270941
AKTIPP1,ENSG00000271137
RN7SL861P,ENSG00000243173
MROH2A,ENSG00000185038
HSD17B7,ENSG00000132196
ITIH1,ENSG00000055957
,ENSG00000305275
,ENSG00000305281
DDX11L10,ENSG00000233614
,ENSG00000250244
SMARCD1,ENSG00000066117
,ENSG00000306644
,ENSG00000226149
MIR302CHG,ENSG00000249532
,ENSG00000228735
,ENSG00000307780
,ENSG00000310016
,ENSG00000307785
,ENSG00000307807
WASH4P,ENSG00000234769
,ENSG00000290548
,ENSG00000232006
,ENSG00000260803
ZGRF1,ENSG00000138658
MIR6859-4,ENSG00000278739
WASIR2,ENSG00000231439
,ENSG00000267986
FTL,ENSG00000087086
,ENSG00000230739
IL9RP3,ENSG00000226942
,ENSG00000227667
,ENSG00000305289
,ENSG00000309539
LIMS3,ENSG00000256977
,ENSG00000289281
,ENSG00000305295
,ENSG00000286674
DNAJA3,ENSG00000103423
ZFAND3-DT,ENSG00000225945
MACF1,ENSG00000127603
,ENSG00000293295
,ENSG00000305304
,ENSG00000310026
,ENSG00000305307
,ENSG00000310044
,ENSG00000291286
,ENSG00000290951
MAIP1,ENSG00000162972
,ENSG00000290736
OR4C9P,ENSG00000254925
,ENSG00000305318
OR4R1P,ENSG00000255215
,ENSG00000248203
TBX18-AS1,ENSG00000228290
PPP2CA-DT,ENSG00000270177
OR4A47,ENSG00000237388
OR4A48P,ENSG00000255113
,ENSG00000307906
OR4A46P,ENSG00000255304
RPL23AP73,ENSG00000244283
,ENSG00000307917
OR4A40P,ENSG00000254832
,ENSG00000307920
,ENSG00000307925
OR4A43P,ENSG00000255534
,ENSG00000307934
OR4A45P,ENSG00000213607
,ENSG00000307951
KSR1,ENSG00000141068
OR4A41P,ENSG00000255297
OR4A42P,ENSG00000254674
LIPE,ENSG00000079435
,ENSG00000291241
OR4A44P,ENSG00000255053
DTNB,ENSG00000138101
LINC01331,ENSG00000248673
,ENSG00000305332
,ENSG00000290785
LINC02540,ENSG00000236635
ETS1,ENSG00000134954
,ENSG00000305340
,ENSG00000305347
,ENSG00000305352
,ENSG00000287761
,ENSG00000305361
,ENSG00000305375
,ENSG00000305393
,ENSG00000228365
GPD1,ENSG00000167588
,ENSG00000305412
,ENSG00000305437
,ENSG00000305464
LINC00602,ENSG00000281832
NLRP12,ENSG00000142405
,ENSG00000305472
,ENSG00000286417
,ENSG00000287642
,ENSG00000294679
PACRG-AS1,ENSG00000281692
,ENSG00000308243
ITIH4,ENSG00000055955
,ENSG00000307984
,ENSG00000249022
LINC01333,ENSG00000249343
,ENSG00000305504
,ENSG00000305542
,ENSG00000295073
,ENSG00000310053
,ENSG00000310060
LINC01149,ENSG00000230174
,ENSG00000310087
COX14,ENSG00000178449
